id,rooms_count,is_isolated,is_adjacent,parking,renovation,is_loggia,is_balcony,view_of_courtyard,view_of_street,combined_bathroom,separate_bathroom,is_child,is_pet,room_furniture,kitchen_furniture,bath,shower_cabin,washing_machine,air_conditioner,dishwasher,tv,fridge,internet,telephone,is_passenger_lift,is_freight_lift,garbage_chute
271569952,1,1.0,0.0,4,2,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,0.0,1.0,1,0,0,1.0,1.0,
190495972,1,1.0,0.0,0,3,,,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,1.0,0.0,1,1,0,1.0,1.0,1
270378918,2,1.0,0.0,4,2,1.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,1.0,1.0,
274712037,2,1.0,0.0,0,2,,,,,,,1,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,,,0
274459083,2,1.0,0.0,4,3,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,0,1.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,
273987828,2,1.0,0.0,0,1,,,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,1
274739282,2,1.0,0.0,4,2,,,0.0,1.0,,,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
268431127,2,1.0,0.0,4,2,,,1.0,0.0,,,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273740457,1,1.0,0.0,4,2,,,1.0,0.0,,,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273740458,1,1.0,0.0,4,2,,,1.0,0.0,,,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273740454,3,1.0,0.0,4,2,,,1.0,0.0,,,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
269985466,1,1.0,0.0,,1,,,,,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1
274731974,2,1.0,0.0,0,1,,,1.0,1.0,0.0,1.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,0.0,1
274711172,1,1.0,0.0,0,3,,,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,1
259387176,2,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,1
274991390,1,1.0,0.0,0,2,,,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,,,1
274936447,1,1.0,0.0,0,2,,,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,1
274151981,1,1.0,0.0,4,2,,,1.0,0.0,,,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
274612706,2,1.0,0.0,0,2,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,1.0,1
273617996,3,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,1
274777242,1,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,1,1.0,1.0,1
274927845,2,,,4,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,1
274988830,3,1.0,0.0,4,2,0.0,1.0,,,0.0,1.0,0,0,1,1,0,0.0,1,0.0,1.0,1.0,1,1,0,1.0,0.0,
272653359,,,,,2,,,0.0,1.0,1.0,0.0,1,0,1,1,0,0.0,1,0.0,0.0,1.0,1,1,0,,,
274708767,2,1.0,0.0,0,2,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,0.0,0,0.0,0.0,1.0,0,1,0,1.0,1.0,
210409867,1,1.0,0.0,0,2,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,0.0,1,1,0,1.0,1.0,1
274861997,1,1.0,0.0,0,2,,,1.0,0.0,1.0,0.0,1,0,1,1,1,1.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,
274908304,2,1.0,0.0,0,2,,,0.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,0.0,0.0,1,0,0,1.0,0.0,
274757583,2,1.0,0.0,0,2,0.0,1.0,,,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1
268898704,3,,,4,2,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,1
274833851,4,1.0,0.0,4,2,,,1.0,0.0,,,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
274798163,1,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,1
274807398,1,1.0,0.0,0,2,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,1,1.0,0.0,1
274964308,1,1.0,0.0,0,2,,,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,1.0,1
274961913,2,1.0,0.0,0,2,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,1.0,1
274733476,2,1.0,0.0,0,2,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1
274752295,1,1.0,0.0,0,3,,,1.0,0.0,0.0,1.0,1,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,
273186310,2,1.0,0.0,0,2,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,1,0.0,1,0.0,1.0,0.0,1,1,0,1.0,1.0,1
274994718,2,1.0,1.0,0,2,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,1
274987538,1,1.0,0.0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,1.0,1.0,1,1,1,1.0,0.0,1
274747753,1,1.0,0.0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,
274862018,1,1.0,0.0,0,2,,,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,1.0,1.0,
274953448,2,1.0,0.0,,1,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,1.0,1.0,1,1,1,1.0,0.0,1
274936568,1,1.0,0.0,,3,1.0,0.0,,,1.0,0.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,,,1
274947951,3,,,,2,1.0,1.0,,,0.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,
274950252,3,1.0,0.0,,2,,,,,,,0,0,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,0.0,1
274911931,3,1.0,0.0,0,2,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,1.0,1
274687558,2,1.0,1.0,0,2,,,0.0,1.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
274148645,4,1.0,1.0,,3,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,1,1.0,0,0.0,1.0,0.0,1,1,0,,,1
274685650,1,1.0,0.0,,,,,1.0,0.0,1.0,0.0,1,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,,,
274829174,1,1.0,0.0,4,,,,,,1.0,0.0,1,1,1,0,0,1.0,1,0.0,0.0,0.0,0,1,0,1.0,1.0,
274455938,1,1.0,0.0,,3,,,1.0,0.0,1.0,0.0,0,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
267126241,3,,,,2,0.0,1.0,1.0,1.0,,,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
274916468,1,1.0,0.0,0,2,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1
274897955,1,1.0,0.0,0,2,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,1.0,1
274867337,1,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,,,0
274475549,1,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,1,1.0,0.0,1
274587558,1,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,0.0,1.0,1.0,1,1,1,1.0,1.0,1
274775854,1,1.0,0.0,,2,,,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,1.0,0.0,1.0,1,1,1,1.0,0.0,1
274566372,1,1.0,0.0,,2,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1
274254805,,,,4,3,,,,,1.0,0.0,0,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
274583946,1,1.0,0.0,,2,,,,,1.0,0.0,1,1,1,1,0,1.0,1,0.0,0.0,1.0,1,1,0,,,1
274819951,1,1.0,0.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,1,1.0,1.0,1
274491947,1,1.0,0.0,0,3,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,1.0,1.0,0.0,1,1,0,1.0,1.0,1
